,name,size,monster_type,alignment,ac,hp,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,senses,languages,cr,str_save,dex_save,con_save,int_save,wis_save,cha_save,speed,swim,fly,climb,burrow,number_legendary_actions,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,info,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,legend_action_1,legend_action_2,legend_action_3,legend_action_4,legend_action_5
10,Adult Silver Dragon,Huge,Dragon,lawful good,19,243,27,8,10,0,25,7,16,3,13,1,21,5,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 21","Common, Draconic",16,,+5,+12,,+6,+10,40,0,80,0,0,3,8,11,5,0,0,0,8,0,0,0,0,"Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: (2d10 + 8) piercing damage.","Claw. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: (2d6 + 8) slashing damage.","Tail. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: (2d8 + 8) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Cold Breath. The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 20 Constitution saving throw, taking 58 (13d8) cold damage on a failed save, or half as much damage on a successful one.","Paralyzing Breath. The dragon exhales paralyzing gas in a 60-foot cone. Each creature in that area must succeed on a DC 20 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",,Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
11,Adult White Dragon,Huge,Dragon,chaotic evil,18,200,22,6,10,0,22,6,8,-1,12,1,12,1,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 21","Common, Draconic",13,,+5,+11,,+6,+6,40,40,80,0,30,3,0,11,5,0,0,0,0,0,0,0,0,"Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: (2d10 + 6) piercing damage plus (1d8)cold damage.","Claw. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: (2d6 + 6) slashing damage.","Tail. Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: (2d8 + 6) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 14 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.","Cold Breath (Recharge 5-6). The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one.",,,,,Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
12,Air Elemental,Large,Elemental,neutral,15,90,14,2,20,5,14,2,6,-2,10,0,6,-2,"Darkvision 60 Ft., passive Perception 10",Auran,5,,,,,,,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Air Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,Multiattack. The elemental makes two slam attacks.,"Slam. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: (2d8 + 5) bludgeoning damage.","Whirlwind (Recharge 4-6). Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure, a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a thrown target strikes an object, such as a wall or floor, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone. If the saving throw is successful, the target takes half the bludgeoning damage and isn't flung away or knocked prone.",,,,,,,,,,,,
13,Ancient Black Dragon,Gargantuan,Dragon,chaotic evil,22,367,27,8,14,2,25,7,16,3,15,2,19,4,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 26","Common, Draconic",21,,+9,+14,,+9,+11,40,40,80,0,0,3,0,16,9,0,0,0,0,0,0,0,0,"Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: (2d10 + 8) piercing damage plus (2d8)acid damage.","Claw. Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: (2d6 + 8) slashing damage.","Tail. Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: (2d8 + 8) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.","Acid Breath (Recharge 5-6). The dragon exhales acid in a 90-foot line that is 10 feet wide. Each creature in that line must make a DC 22 Dexterity saving throw, taking 67 (15d8) acid damage on a failed save, or half as much damage on a successful one.",,,,,Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
14,Ancient Blue Dragon,Gargantuan,Dragon,lawful evil,22,481,29,9,10,0,27,8,18,4,17,3,21,5,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 27","Common, Draconic",23,,+7,+15,,+10,+12,40,0,80,0,40,3,0,17,7,0,0,0,0,0,0,0,0,"Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +16 to hit, reach 15 ft., one target. Hit: (2d10 + 9) piercing damage plus (2d10)lightning damage.","Claw. Melee Weapon Attack: +16 to hit, reach 10 ft., one target. Hit: (2d6 + 9) slashing damage.","Tail. Melee Weapon Attack: +16 to hit, reach 20 ft., one target. Hit: (2d8 + 9) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.","Lightning Breath (Recharge 5-6). The dragon exhales lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 23 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one.",,,,,Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 24 Dexterity saving throw or take 16 (2d6 + 9) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
15,Ancient Brass Dragon,Gargantuan,Dragon,chaotic good,20,297,27,8,10,0,25,7,16,3,15,2,19,4,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 24","Common, Draconic",20,,+6,+13,,+8,+10,40,0,80,0,40,3,9,14,6,10,0,0,0,0,0,0,0,"Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: (2d10 + 8) piercing damage.","Claw. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: (2d6 + 8) slashing damage.","Tail. Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: (2d8 + 8) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons:,"Fire Breath. The dragon exhales fire in an 90-foot line that is 10 feet wide. Each creature in that line must make a DC 21 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one.",Sleep Breath. The dragon exhales sleep gas in a 90-foot cone. Each creature in that area must succeed on a DC 21 Constitution saving throw or fall unconscious for 10 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.,"Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).","In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
16,Ancient Bronze Dragon,Gargantuan,Dragon,lawful good,22,444,29,9,10,0,27,8,18,4,17,3,21,5,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 27","Common, Draconic",22,,+7,+15,,+10,+12,40,40,80,0,0,3,0,17,7,0,10,0,0,0,0,0,0,"Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +16 to hit, reach 15 ft., one target. Hit: (2d10 + 9) piercing damage.","Claw. Melee Weapon Attack: +16 to hit, reach 10 ft., one target. Hit: (2d6 + 9) slashing damage.","Tail. Melee Weapon Attack: +16 to hit, reach 20 ft., one target. Hit: (2d8 + 9) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Lightning Breath. The dragon exhales lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 23 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one.","Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 23 Strength saving throw. On a failed save, the creature is pushed 60 feet away from the dragon.","Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).","In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 24 Dexterity saving throw or take 16 (2d6 + 9) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
17,Ancient Copper Dragon,Gargantuan,Dragon,chaotic good,21,350,27,8,12,1,25,7,20,5,17,3,19,4,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 27","Common, Draconic",21,,+8,+14,,+10,+11,40,0,80,40,0,3,0,17,8,0,0,11,0,0,0,0,0,"Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: (2d10 + 8) piercing damage.","Claw. Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: (2d6 + 8) slashing damage.","Tail. Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: (2d8 + 8) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Acid Breath. The dragon exhales acid in an 90-foot line that is 10 feet wide. Each creature in that line must make a DC 22 Dexterity saving throw, taking 63 (14d8) acid damage on a failed save, or half as much damage on a successful one.","Slowing Breath. The dragon exhales gas in a 90-foot cone. Each creature in that area must succeed on a DC 22 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.","Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).","In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
18,Ancient Gold Dragon,Gargantuan,Dragon,lawful good,22,546,30,1,14,2,29,9,18,4,17,3,28,9,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 27","Common, Draconic",24,,+9,+16,,+10,+16,40,40,80,0,0,3,0,17,9,16,10,0,0,0,0,0,0,"Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: (2d10 + 10) piercing damage.","Claw. Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: (2d6 + 10) slashing damage.","Tail. Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: (2d8 + 10) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 24 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Fire Breath. The dragon exhales fire in a 90-foot cone. Each creature in that area must make a DC 24 Dexterity saving throw, taking 71 (13d10) fire damage on a failed save, or half as much damage on a successful one.","Weakening Breath. The dragon exhales gas in a 90-foot cone. Each creature in that area must succeed on a DC 24 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).","In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
19,Ancient Green Dragon,Gargantuan,Dragon,lawful evil,21,385,27,8,12,1,25,7,20,5,17,3,19,4,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 27","Common, Draconic",22,,+8,+14,,+10,+11,40,40,80,0,0,3,0,17,8,11,10,11,0,0,0,0,0,"Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: (2d10 + 8) piercing damage plus (3d6)poison damage.","Claw. Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: (4d6 + 8) slashing damage.","Tail. Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: (2d8 + 8) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.","Poison Breath (Recharge 5-6). The dragon exhales poisonous gas in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw, taking 77 (22d6) poison damage on a failed save, or half as much damage on a successful one.",,,,,Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
20,Ancient Red Dragon,Gargantuan,Dragon,chaotic evil,22,546,30,1,10,0,29,9,18,4,15,2,23,6,"Blindsight 60 Ft., Darkvision 120 Ft., passive Perception 26","Common, Draconic",24,,+7,+16,,+9,+13,40,0,80,40,0,3,0,16,7,0,0,0,0,0,0,0,0,"Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: (2d10 + 10) piercing damage plus (4d6)fire damage.","Claw. Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: (2d6 + 10) slashing damage.","Tail. Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: (2d8 + 10) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.","Fire Breath (Recharge 5-6). The dragon exhales fire in a 90-foot cone. Each creature in that area must make a DC 24 Dexterity saving throw, taking 91 (26d6) fire damage on a failed save, or half as much damage on a successful one.",,,,,Detect.The dragon makes a Wisdom (Perception) check.,Tail Attack.The dragon makes a tail attack.,Wing Attack (Costs 2 Actions).The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,
